"deal_id","co_id","co_name","co_hq","co_city","co_state","co_verticals","deal_date","deal_vintage","deal_number","deal_series","deal_vc_round","deal_type","deal_premoney","deal_postmoney","deal_size","deal_pct_acq","deal_investor_count","investor_id","investor_name","investor_gp_id","investor_gp","fund_id","fund_name"
"159559-66T","266584-96","86 Repairs","Chicago, IL",Chicago,IL,'{}',2018-10-30,2018.0,1,,Angel,Angel (individual),,,0.08,,,'{}','{}','{}','{}','{}','{}'
"111516-22T","228520-72","86.com","Washington, DC",Washington,DC,"'{""Restaurant Technology"",""TMT""}'",2001-08-01,2001.0,2,,,Out of Business,,,,,,'{}','{}','{}','{}','{}','{}'
"141547-42T","357712-30","88 Brand Partners","Chicago, IL",Chicago,IL,'{}',2020-04-14,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"110251-90T","228520-72","86.com","Washington, DC",Washington,DC,"'{""Restaurant Technology"",""TMT""}'",2000-06-08,2000.0,1,Series A,"1st Round",Early Stage VC,,,2.0,,1,"'{""10195-75""}'","'{""Columbia Capital""}'","'{""10195-75-None""}'",'{}',"'{""11392-12F""}'","'{""Columbia Capital Equity Partners II""}'"
"68772-07T","148840-57","86Borders","Atlanta, GA",Atlanta,GA,"'{""SaaS"",""TMT""}'",2016-04-08,2016.0,2,,Angel,Angel (individual),,,1.3,,,'{}','{}','{}','{}','{}','{}'
"78333-40T","148840-57","86Borders","Atlanta, GA",Atlanta,GA,"'{""SaaS"",""TMT""}'",2017-10-10,2017.0,3,,Angel,Angel (individual),,,0.39,,,'{}','{}','{}','{}','{}','{}'
"117242-56T","148840-57","86Borders","Atlanta, GA",Atlanta,GA,"'{""SaaS"",""TMT""}'",2019-07-30,2019.0,5,,Angel,Angel (individual),,,0.21,,,'{}','{}','{}','{}','{}','{}'
"137906-56T","148840-57","86Borders","Atlanta, GA",Atlanta,GA,"'{""SaaS"",""TMT""}'",2020-12-31,2020.0,8,,Angel,Angel (individual),,,1.04,,,'{}','{}','{}','{}','{}','{}'
"155203-66T","148840-57","86Borders","Atlanta, GA",Atlanta,GA,"'{""SaaS"",""TMT""}'",2020-04-27,2020.0,6,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"165554-83T","148840-57","86Borders","Atlanta, GA",Atlanta,GA,"'{""SaaS"",""TMT""}'",,,7,,Angel,Angel (individual),,,1.01,,,'{}','{}','{}','{}','{}','{}'
"169773-67T","148840-57","86Borders","Atlanta, GA",Atlanta,GA,"'{""SaaS"",""TMT""}'",2021-04-05,2021.0,9,,Angel,Angel (individual),,,2.5,,,'{}','{}','{}','{}','{}','{}'
"68771-53T","148840-57","86Borders","Atlanta, GA",Atlanta,GA,"'{""SaaS"",""TMT""}'",2015-04-20,2015.0,1,,Angel,Angel (individual),,,1.05,,,'{}','{}','{}','{}','{}','{}'
"161284-06T","455278-96","86th Street Community Pharmacy","Brooklyn, NY",Brooklyn,NY,'{}',2019-12-30,2019.0,1,,,Debt - General,,,1.02,,,'{}','{}','{}','{}','{}','{}'
"55742-50T","95778-37","87","New York, NY",NewYork,NY,"'{""Artificial Intelligence & Machine Learning"",""Industrials"",""TMT""}'",2011-04-01,2011.0,2,,Angel,Angel (individual),,,0.5,,,'{}','{}','{}','{}','{}','{}'
"55742-59T","95778-37","87","New York, NY",NewYork,NY,"'{""Artificial Intelligence & Machine Learning"",""Industrials"",""TMT""}'",2011-10-01,2011.0,3,,,Debt - General,,,0.35,,,'{}','{}','{}','{}','{}','{}'
"55742-68T","95778-37","87","New York, NY",NewYork,NY,"'{""Artificial Intelligence & Machine Learning"",""Industrials"",""TMT""}'",2012-04-30,2012.0,4,,"1st Round",Seed Round,,,0.95,,,'{}','{}','{}','{}','{}','{}'
"55742-77T","95778-37","87","New York, NY",NewYork,NY,"'{""Artificial Intelligence & Machine Learning"",""Industrials"",""TMT""}'",2012-04-30,2012.0,5,,,Debt - General,,,0.25,,,'{}','{}','{}','{}','{}','{}'
"55744-39T","95778-37","87","New York, NY",NewYork,NY,"'{""Artificial Intelligence & Machine Learning"",""Industrials"",""TMT""}'",2012-08-01,2012.0,6,,,Bankruptcy: Liquidation,,,,,,'{}','{}','{}','{}','{}','{}'
"55742-32T","95778-37","87","New York, NY",NewYork,NY,"'{""Artificial Intelligence & Machine Learning"",""Industrials"",""TMT""}'",2010-12-01,2010.0,1,,Angel,Angel (individual),,,0.65,,,'{}','{}','{}','{}','{}','{}'
"45845-74T","108115-03","8760","Birmingham, AL",Birmingham,AL,'{}',2002-02-19,2002.0,1,Series A,"1st Round",Later Stage VC,,,1.0,,3,"'{""83008-54"",""10639-99"",""115260-76""}'","'{""Backlog Capital"",""Bonaventure Capital"",""Connected Ventures""}'","'{""83008-54-None"",""10639-99-Steven Dauphin"",""115260-76-None""}'","'{,""Steven Dauphin"",}'",'{}','{}'
"181620-91T","108115-03","8760","Birmingham, AL",Birmingham,AL,'{}',2018-11-14,2018.0,3,,,Secondary Transaction - Private,,,,,,'{}','{}','{}','{}','{}','{}'
"45771-13T","108115-03","8760","Birmingham, AL",Birmingham,AL,'{}',,,2,,,Accelerator/Incubator,,,,,1,"'{""51048-46""}'","'{""Capital Factory""}'","'{""51048-46-None""}'",'{}','{}','{}'
"63376-57T","112798-18","88 Acres","Allston, MA",Allston,MA,"'{""Manufacturing""}'",,,2,,,Accelerator/Incubator,,,,,2,"'{""153481-51"",""54360-28""}'","'{""Centerman Capital"",""MassChallenge""}'","'{""153481-51-None"",""54360-28-None""}'","'{,}'",'{}','{}'
"63378-19T","112798-18","88 Acres","Allston, MA",Allston,MA,"'{""Manufacturing""}'",2015-04-26,2015.0,3,,Angel,Angel (individual),,,,,1,"'{""120911-86""}'","'{""Matias Stella""}'","'{""120911-86-None""}'",'{}','{}','{}'
"63378-64T","112798-18","88 Acres","Allston, MA",Allston,MA,"'{""Manufacturing""}'",2015-07-21,2015.0,4,,,Accelerator/Incubator,,,0.01,,1,"'{""59130-28""}'","'{""Northeastern University''s Venture Accelerator""}'","'{""59130-28-None""}'",'{}','{}','{}'
"164558-44T","112798-18","88 Acres","Allston, MA",Allston,MA,"'{""Manufacturing""}'",,,6,,,PE Growth/Expansion,,,,,1,"'{""235269-46""}'","'{""Trimountain Partners""}'","'{""235269-46-None""}'",'{}','{}','{}'
"176103-46T","112798-18","88 Acres","Allston, MA",Allston,MA,"'{""Manufacturing""}'",2018-01-01,2018.0,5,,"1st Round",Later Stage VC,,,0.13,,1,"'{""264794-32""}'","'{""Maroon Venture Partners""}'","'{""264794-32-Charlie Johnson""}'","'{""Charlie Johnson""}'",'{}','{}'
"63376-03T","112798-18","88 Acres","Allston, MA",Allston,MA,"'{""Manufacturing""}'",2013-10-22,2013.0,1,,,Product Crowdfunding,,,0.03,,,'{}','{}','{}','{}','{}','{}'
"159050-62T","439651-18","888 Donuts","Beaumont, TX",Beaumont,TX,'{}',2017-07-25,2017.0,1,,,Debt - General,,,0.43,,,'{}','{}','{}','{}','{}','{}'
"159059-71T","452859-67","888 International Market","Overland park, KS",Overlandpark,KS,'{}',2013-07-09,2013.0,1,,,Debt - General,,,1.46,,,'{}','{}','{}','{}','{}','{}'
"176602-60T","470057-05","888 The New World","New York, NY",NewYork,NY,'{}',2021-07-15,2021.0,1,,Angel,Angel (individual),,,,,6,"'{""470069-29"",""470069-11"",""470068-66"",""435385-90"",""399066-76"",""470069-20""}'","'{""3LAU"",""FEWOCiOUS"",""Frank Wilder"",""Paris Hilton"",""RTFKT"",""ThankYouX""}'","'{""470069-29-None"",""470069-11-None"",""470068-66-Frank Wilder"",""435385-90-Paris Hilton"",""399066-76-None"",""470069-20-None""}'","'{,,""Frank Wilder"",""Paris Hilton"",,}'",'{}','{}'
"137193-67T","41625-19","8888 Acquisition","Midland, TX",Midland,TX,'{}',2008-02-12,2008.0,1,,,IPO,,,,,,'{}','{}','{}','{}','{}','{}'
"165812-41T","168654-70","88Rising Nightmarket","Beverly Hills, CA",BeverlyHills,CA,"'{""TMT""}'",2020-12-01,2020.0,3,,,PE Growth/Expansion,,,,,1,"'{""453379-60""}'","'{""EverYi Capital""}'","'{""453379-60-None""}'",'{}','{}','{}'
"79323-58T","168654-70","88Rising Nightmarket","Beverly Hills, CA",BeverlyHills,CA,"'{""TMT""}'",2016-09-01,2016.0,1,,"1st Round",Seed Round,7.4,10.0,2.6,,5,"'{""126016-12"",""149807-44"",""54899-92"",""106145-29"",""118790-74""}'","'{""Francis Leung"",""GDP Venture"",""SparkLabs Group"",""Steve Chen"",""Third Wave Digital""}'","'{""126016-12-None"",""149807-44-Martin Hartono"",""54899-92-None"",""106145-29-None"",""118790-74-Allen DeBevoise""}'","'{,""Martin Hartono"",,,""Allen DeBevoise""}'","'{""13842-28F"",""16787-17F""}'","'{""SparkLabs Global"",""Third Wave Capital Partners I""}'"
"161284-15T","455279-05","88th Avenue Storage","Yakima, WA",Yakima,WA,'{}',2017-12-13,2017.0,1,,,Debt - General,,,1.7,,,'{}','{}','{}','{}','{}','{}'
"176041-99T","469546-03","89 Energy III","Oklahoma City, OK",OklahomaCity,OK,"'{""Oil & Gas""}'",2021-05-20,2021.0,1,,,PE Growth/Expansion,,,,,1,"'{""11579-59""}'","'{""Kayne Anderson Capital Advisors""}'","'{""11579-59-Ryan Sauer""}'","'{""Ryan Sauer""}'","'{""16085-62F""}'","'{""Kayne Private Energy Income Fund II""}'"
"174241-27T","56493-73","89 North","Williston, VT",Williston,VT,"'{""Industrials"",""Manufacturing"",""TMT""}'",,,2,,,Secondary Transaction - Private,,,,,,'{}','{}','{}','{}','{}','{}'
"25268-59T","56493-73","89 North","Williston, VT",Williston,VT,"'{""Industrials"",""Manufacturing"",""TMT""}'",,,1,,"1st Round",Early Stage VC,,,,,1,"'{""52361-02""}'","'{""VCET Capital""}'","'{""52361-02-None""}'",'{}',"'{""13537-45F""}'","'{""Vermont Seed Capital Fund""}'"
"164510-11T","458158-33","890 5th Avenue Partners","Rye, NY",Rye,NY,'{}',2021-01-12,2021.0,2,,,PIPE,,,7.8,,,'{}','{}','{}','{}','{}','{}'
"151264-09T","262180-54","89a Dental Care","Prescott Valley, AZ",PrescottValley,AZ,'{}',2020-05-01,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"172825-93T","234048-88","89bio (NAS: ETNB)","San Francisco, CA",SanFrancisco,CA,"'{""Life Sciences"",""LOHAS & Wellness""}'",,,5,,,Secondary Transaction - Open Market,,,,,,'{}','{}','{}','{}','{}','{}'
"113183-29T","234048-88","89bio (NAS: ETNB)","San Francisco, CA",SanFrancisco,CA,"'{""Life Sciences"",""LOHAS & Wellness""}'",2018-10-25,2018.0,1,Series A,"1st Round",Early Stage VC,,,60.0,,4,"'{""13473-10"",""11263-51"",""53326-54"",""41009-68""}'","'{""Longitude Capital"",""OrbiMed"",""Pontifax Venture Capital"",""RA Capital Management""}'","'{""13473-10-Gregory Grunberg"",""11263-51-Anat Naschitz"",""53326-54-Tomer Kariv"",""41009-68-Derek DiRocco""}'","'{""Gregory Grunberg"",""Anat Naschitz"",""Tomer Kariv"",""Derek DiRocco""}'","'{""15585-31F"",""15801-04F""}'","'{""Longitude Venture Partners III (LVP3)"",""Pontifax Fund IV""}'"
"175807-99T","469436-59","8Bars","New York, NY",NewYork,NY,'{}',,,1,,"1st Round",Early Stage VC,,,,,1,"'{""232265-71""}'","'{""TQ Ventures""}'","'{""232265-71-None""}'",'{}',"'{""16872-76F""}'","'{""TQ Ventures II""}'"
"114489-28T","179367-85","8base","Miami, FL",Miami,FL,"'{""Artificial Intelligence & Machine Learning"",""CloudTech & DevOps"",""Cryptocurrency/Blockchain"",""SaaS""}'",2017-12-31,2017.0,1,,Angel,Angel (individual),,,1.0,,,'{}','{}','{}','{}','{}','{}'
"116007-31T","179367-85","8base","Miami, FL",Miami,FL,"'{""Artificial Intelligence & Machine Learning"",""CloudTech & DevOps"",""Cryptocurrency/Blockchain"",""SaaS""}'",2019-10-31,2019.0,2,,Angel,Angel (individual),,,2.45,,,'{}','{}','{}','{}','{}','{}'
"108314-11T","179367-85","8base","Miami, FL",Miami,FL,"'{""Artificial Intelligence & Machine Learning"",""CloudTech & DevOps"",""Cryptocurrency/Blockchain"",""SaaS""}'",2020-11-13,2020.0,4,,"1st Round",Seed Round,,,1.2,,5,"'{""183284-47"",""431212-51"",""107651-71"",""166623-67"",""268308-19""}'","'{""Argonautic Ventures"",""Beresford Ventures"",""Blue Note Ventures"",""Firebrand Ventures"",""H20 Capital Innovation""}'","'{""183284-47-None"",""431212-51-None"",""107651-71-None"",""166623-67-None"",""268308-19-None""}'","'{,,,,}'","'{""17850-34F"",""18588-25F"",""16892-11F"",""15732-37F""}'","'{""Argonautic Vertical Series Global Alternative Special Situations Fund I"",""Beresford Ventures I"",""Blue Note Ventures II"",""Firebrand Ventures""}'"
"165296-98T","372667-69","8chili","San Francisco, CA",SanFrancisco,CA,"'{""Artificial Intelligence & Machine Learning"",""Augmented Reality""}'",2021-01-14,2021.0,2,,"1st Round",Early Stage VC,,,,,1,"'{""268211-26""}'","'{""Ideaship""}'","'{""268211-26-None""}'",'{}',"'{""18952-75F""}'","'{""Ideaship Fund II""}'"
"154953-37T","372667-69","8chili","San Francisco, CA",SanFrancisco,CA,"'{""Artificial Intelligence & Machine Learning"",""Augmented Reality""}'",2020-08-11,2020.0,1,,,Accelerator/Incubator,,,,,1,"'{""168933-16""}'","'{""Astralabs""}'","'{""168933-16-None""}'",'{}','{}','{}'
"36970-93T","65355-49","8e6 Technologies","Orange, CA",Orange,CA,"'{""TMT""}'",2008-11-12,2008.0,3,,,Merger of Equals,,,,,1,"'{""42731-20""}'","'{""M86 Security""}'","'{""42731-20-None""}'",'{}','{}','{}'
"47177-83T","65355-49","8e6 Technologies","Orange, CA",Orange,CA,"'{""TMT""}'",2007-07-01,2007.0,2,,,Debt - General,,,6.5,,,'{}','{}','{}','{}','{}','{}'
"36970-57T","65355-49","8e6 Technologies","Orange, CA",Orange,CA,"'{""TMT""}'",2006-01-01,2006.0,1,,,PE Growth/Expansion,,,,,1,"'{""12473-11""}'","'{""Kelso Place Asset Management""}'","'{""12473-11-None""}'",'{}','{}','{}'
"101301-22T","100731-88","8Eighty","New York, NY",NewYork,NY,"'{""E-Commerce"",""Manufacturing"",""TMT""}'",2016-04-01,2016.0,2,,,Out of Business,,,,,,'{}','{}','{}','{}','{}','{}'
"61815-43T","100731-88","8Eighty","New York, NY",NewYork,NY,"'{""E-Commerce"",""Manufacturing"",""TMT""}'",,,1,,,Equity Crowdfunding,,,,,,'{}','{}','{}','{}','{}','{}'
"161282-26T","455277-52","8Eightyeight Cigar Merchants","Fullerton, CA",Fullerton,CA,'{}',2017-09-25,2017.0,1,,,Debt - General,,,0.42,,,'{}','{}','{}','{}','{}','{}'
"158170-69T","442861-12","8evolve","North Bay Village, FL",NorthBayVillage,FL,"'{""LOHAS & Wellness""}'",2020-10-22,2020.0,1,,Angel,Angel (individual),,,0.03,,,'{}','{}','{}','{}','{}','{}'
"35193-70T","64435-06","8fit","Beaverton, OR",Beaverton,OR,"'{""HealthTech"",""Mobile"",""SaaS"",""TMT""}'",2014-06-27,2014.0,2,,"2nd Round",Seed Round,,,0.27,,2,"'{""123987-79"",""54810-82""}'","'{""Pierre Valade"",""Vitamina K Venture Capital""}'","'{""123987-79-Pierre Valade"",""54810-82-Iñaki Arrola Ruiz de la Escalera""}'","'{""Pierre Valade"",""Iñaki Arrola Ruiz de la Escalera""}'",'{}','{}'
"56519-47T","64435-06","8fit","Beaverton, OR",Beaverton,OR,"'{""HealthTech"",""Mobile"",""SaaS"",""TMT""}'",2015-08-31,2015.0,4,,"3rd Round",Early Stage VC,,,2.25,,9,"'{""106333-93"",""170122-78"",""462875-05"",""133189-03"",""110367-46"",""463537-09"",""105976-45"",""462874-33"",""462875-41""}'","'{""Arthur Kosten"",""Carles Puyol"",""Denis Vasilev"",""Di-Ann Eisnor"",""Elliot Richmond"",""Jeff Gorelick"",""Mark Evans"",""Nick Mulder"",""Ricard Garriga""}'","'{""106333-93-Arthur Kosten"",""170122-78-Carles Puyol"",""462875-05-Denis Vasilev"",""133189-03-Di-Ann Eisnor"",""110367-46-Elliot Richmond"",""463537-09-Jeff Gorelick"",""105976-45-Mark Evans"",""462874-33-Nick Mulder"",""462875-41-Ricard Garriga""}'","'{""Arthur Kosten"",""Carles Puyol"",""Denis Vasilev"",""Di-Ann Eisnor"",""Elliot Richmond"",""Jeff Gorelick"",""Mark Evans"",""Nick Mulder"",""Ricard Garriga""}'",'{}','{}'
"81739-81T","64435-06","8fit","Beaverton, OR",Beaverton,OR,"'{""HealthTech"",""Mobile"",""SaaS"",""TMT""}'",2015-08-01,2015.0,3,,,Grant,,,0.1,,1,"'{""125317-18""}'","'{""IMPACT Accelerator""}'","'{""125317-18-None""}'",'{}','{}','{}'
"94657-78T","64435-06","8fit","Beaverton, OR",Beaverton,OR,"'{""HealthTech"",""Mobile"",""SaaS"",""TMT""}'",2017-09-19,2017.0,5,Series A,"4th Round",Early Stage VC,,,7.0,,3,"'{""11157-76"",""10905-04"",""110338-21""}'","'{""Creandum"",""Eight Roads"",""Proxy Ventures""}'","'{""11157-76-Staffan Helgesson"",""10905-04-Michael Treskow"",""110338-21-Aapo Bovellan""}'","'{""Staffan Helgesson"",""Michael Treskow"",""Aapo Bovellan""}'","'{""15443-65F"",""16272-46F"",""15692-95F""}'","'{""Creandum IV"",""Eight Roads Ventures Europe III"",""Proxy Ventures I""}'"
"171584-38T","64435-06","8fit","Beaverton, OR",Beaverton,OR,"'{""HealthTech"",""Mobile"",""SaaS"",""TMT""}'",2020-07-01,2020.0,6,,"5th Round",Later Stage VC,,,2.5,,1,"'{""10364-77""}'","'{""Balderton Capital""}'","'{""10364-77-None""}'",'{}','{}','{}'
"35193-52T","64435-06","8fit","Beaverton, OR",Beaverton,OR,"'{""HealthTech"",""Mobile"",""SaaS"",""TMT""}'",2014-02-26,2014.0,1,,"1st Round",Seed Round,,,0.05,,,'{}','{}','{}','{}','{}','{}'
"154652-14T","169541-47","8G Solutions","Riverside, MO",Riverside,MO,"'{""Industrials"",""Manufacturing""}'",2020-04-08,2020.0,2,,,Debt - PPP,,,1.33,,,'{}','{}','{}','{}','{}','{}'
"80856-64T","169541-47","8G Solutions","Riverside, MO",Riverside,MO,"'{""Industrials"",""Manufacturing""}'",2016-12-23,2016.0,1,,,PE Growth/Expansion,,,,,2,"'{""56455-03"",""55287-82""}'","'{""3P Equity Partners"",""Silver Sail Capital""}'","'{""56455-03-Leonid Perelman"",""55287-82-Adam Grayman""}'","'{""Leonid Perelman"",""Adam Grayman""}'",'{}','{}'
"118024-66T","233732-89","8Greens","Edison, NJ",Edison,NJ,"'{""E-Commerce"",""LOHAS & Wellness"",""Manufacturing""}'",2019-04-08,2019.0,1,,,PE Growth/Expansion,,,10.0,,1,"'{""221921-65""}'","'{""Prelude Growth Partners""}'","'{""221921-65-None""}'",'{}',"'{""16247-17F""}'","'{""Prelude Growth Partners Fund I""}'"
"52981-93T","118655-29","8i","Hermosa Beach, CA",HermosaBeach,CA,"'{""Augmented Reality"",""TMT"",""Virtual Reality""}'",2014-07-01,2014.0,1,,Angel,Angel (individual),,,1.0,,1,"'{""55695-52""}'","'{""ICE Angels""}'","'{""55695-52-None""}'",'{}','{}','{}'
"120314-62T","268471-27","8it","New York, NY",NewYork,NY,"'{""FoodTech"",""Restaurant Technology""}'",2019-05-13,2019.0,1,,Angel,Angel (individual),,,,,,'{}','{}','{}','{}','{}','{}'
"172532-17T","223079-95","8K Miles Media Group","East Brunswick, NJ",EastBrunswick,NJ,"'{""TMT""}'",2021-05-21,2021.0,2,,,Out of Business,,,,,,'{}','{}','{}','{}','{}','{}'
"98796-16T","223079-95","8K Miles Media Group","East Brunswick, NJ",EastBrunswick,NJ,"'{""TMT""}'",2017-12-14,2017.0,1,,Angel,Angel (individual),,,3.5,,,'{}','{}','{}','{}','{}','{}'
"127899-91T","57431-26","8kpc","Milpitas, CA",Milpitas,CA,"'{""TMT""}'",2019-02-01,2019.0,3,,,Out of Business,,,,,,'{}','{}','{}','{}','{}','{}'
"143469-28T","278141-95","8Ksolutions","Titusville, FL",Titusville,FL,'{}',2020-04-14,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"151262-20T","261753-49","8Limbsyoga","Seattle, WA",Seattle,WA,'{}',2020-05-03,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"72573-58T","63997-75","8minute Solar Energy","Los Angeles, CA",LosAngeles,CA,"'{""CleanTech"",""Infrastructure"",""LOHAS & Wellness""}'",2016-07-07,2016.0,2,,,Debt - General,,,21.0,,,'{}','{}','{}','{}','{}','{}'
"136404-82T","63997-75","8minute Solar Energy","Los Angeles, CA",LosAngeles,CA,"'{""CleanTech"",""Infrastructure"",""LOHAS & Wellness""}'",2018-12-11,2018.0,4,,,PE Growth/Expansion,,,200.0,,2,"'{""10071-01"",""232621-75""}'","'{""JP Morgan Asset Management"",""Upper Bay Infrastructure Partners""}'","'{""10071-01-Michael Lehman"",""232621-75-Mario Maselli""}'","'{""Michael Lehman"",""Mario Maselli""}'",'{}','{}'
"136405-45T","63997-75","8minute Solar Energy","Los Angeles, CA",LosAngeles,CA,"'{""CleanTech"",""Infrastructure"",""LOHAS & Wellness""}'",2020-04-23,2020.0,5,,,PE Growth/Expansion,,,,,3,"'{""10071-01"",""11616-58"",""232621-75""}'","'{""JP Morgan Asset Management"",""Regents of the University of California"",""Upper Bay Infrastructure Partners""}'","'{""10071-01-None"",""11616-58-None"",""232621-75-Mario Maselli""}'","'{,,""Mario Maselli""}'","'{""16434-82F""}'","'{""Upper Bay Infrastructure Partners Fund""}'"
"137364-67T","63997-75","8minute Solar Energy","Los Angeles, CA",LosAngeles,CA,"'{""CleanTech"",""Infrastructure"",""LOHAS & Wellness""}'",2020-06-01,2020.0,7,,,Debt - General,,,,,,'{}','{}','{}','{}','{}','{}'
"167959-54T","63997-75","8minute Solar Energy","Los Angeles, CA",LosAngeles,CA,"'{""CleanTech"",""Infrastructure"",""LOHAS & Wellness""}'",2020-12-23,2020.0,8,,,Debt - General,,,,,,'{}','{}','{}','{}','{}','{}'
"179271-64T","63997-75","8minute Solar Energy","Los Angeles, CA",LosAngeles,CA,"'{""CleanTech"",""Infrastructure"",""LOHAS & Wellness""}'",2020-05-01,2020.0,6,,,Debt - PPP,,,1.94,,,'{}','{}','{}','{}','{}','{}'
"34833-88T","63997-75","8minute Solar Energy","Los Angeles, CA",LosAngeles,CA,"'{""CleanTech"",""Infrastructure"",""LOHAS & Wellness""}'",2014-06-13,2014.0,1,,,PE Growth/Expansion,,,30.0,,1,"'{""10328-05""}'","'{""Macquarie Asset Management""}'","'{""10328-05-None""}'",'{}',"'{""11690-02F""}'","'{""Macquarie Infrastructure Partners II""}'"
"160590-88T","292897-00","8minute Solar Energy (Lotus Solar Farm)","Madera County, CA",MaderaCounty,CA,"'{""CleanTech""}'",2020-05-28,2020.0,2,,,Debt - General,,,225.0,,,'{}','{}','{}','{}','{}','{}'
"75553-75T","81748-09","8ninths","Bellevue, WA",Bellevue,WA,"'{""AdTech"",""Augmented Reality"",""TMT"",""Virtual Reality""}'",2016-12-01,2016.0,1,,"1st Round",Seed Round,,,,,,'{}','{}','{}','{}','{}','{}'
"51620-59T","115195-69","8point3 Energy Partners","San Jose, CA",SanJose,CA,"'{""CleanTech"",""Industrials"",""Infrastructure"",""LOHAS & Wellness"",""TMT""}'",2015-06-19,2015.0,2,,,IPO,1071.0,1491.0,420.0,,,'{}','{}','{}','{}','{}','{}'
"134524-36T","433792-54",Touch Stone,"Atlanta, GA",Atlanta,GA,'{}',2009-06-26,2009.0,1,,,Merger/Acquisition,,,,100.0,1,"'{""135516-61""}'","'{""Gardens Alive!""}'","'{""135516-61-Niles Kinerk""}'","'{""Niles Kinerk""}'",'{}','{}'
"11445-67T","12771-01",Touch Support,"Chicago, IL",Chicago,IL,'{}',2008-05-21,2008.0,1,,,Buyout/LBO,,,,100.0,2,"'{""10244-26"",""12386-35""}'","'{""GI Partners"",""The Planet""}'","'{""10244-26-Howard Park"",""12386-35-Douglas Erwin""}'","'{""Howard Park"",""Douglas Erwin""}'","'{""10930-69F""}'","'{""GI Partners Fund II""}'"
"54466-84T","100430-74",Touch TV,US,Unknown,US,"'{""Manufacturing"",""TMT""}'",2012-10-18,2012.0,1,,,Merger/Acquisition,,,,100.0,1,"'{""120888-73""}'","'{""Whiteman Technology""}'","'{""120888-73-Ryan Whiteman""}'","'{""Ryan Whiteman""}'",'{}','{}'
"169690-24T","463883-59",Touch' N Grow Turf Services,"Raleigh, NC",Raleigh,NC,'{}',2021-03-19,2021.0,1,,,Merger/Acquisition,,,,100.0,1,"'{""463907-53""}'","'{""Green Group Company""}'","'{""463907-53-Keith Freeman""}'","'{""Keith Freeman""}'",'{}','{}'
"37002-07T","66402-73",Touchco,"New York, NY",NewYork,NY,"'{""TMT""}'",2010-02-03,2010.0,1,,,Merger/Acquisition,,,,100.0,1,"'{""11919-79""}'","'{""Amazon.com (NAS: AMZN)""}'","'{""11919-79-Mark Wasowicz""}'","'{""Mark Wasowicz""}'",'{}','{}'
"32493-16T","62090-47",Touchcode,"New York, NY",NewYork,NY,"'{""Internet of Things""}'",2014-03-24,2014.0,1,,,Buyout/LBO,,,,100.0,1,"'{""51279-13""}'","'{""Winnick & Company""}'","'{""51279-13-Gary Winnick""}'","'{""Gary Winnick""}'",'{}','{}'
"71390-35T","124126-21",Touchcom,"Bedford, MA",Bedford,MA,"'{""Industrials""}'",2008-06-04,2008.0,1,,,Merger/Acquisition,,56.0,56.0,100.0,1,"'{""16436-62""}'","'{""G4S (UK)""}'","'{""16436-62-Helen Parris""}'","'{""Helen Parris""}'",'{}','{}'
"73174-78T","52907-86",TouchCommerce,"Agoura Hills, CA",AgouraHills,CA,"'{""TMT""}'",2016-08-16,2016.0,10,,,Merger/Acquisition,,217.5,217.5,100.0,1,"'{""11065-60""}'","'{""Nuance Communications (NAS: NUAN)""}'","'{""11065-60-Robert Weideman""}'","'{""Robert Weideman""}'",'{}','{}'
"20058-85T","53514-55",Touchdown Technologies,"Baldwin Park, CA",BaldwinPark,CA,"'{""Manufacturing"",""TMT""}'",2009-06-15,2009.0,7,,,Merger/Acquisition,,,,100.0,1,"'{""41612-14""}'","'{""Verigy""}'","'{""41612-14-None""}'",'{}','{}','{}'
"45662-32T","107916-13",Touche Lighting Control,"Fort Wayne, IN",FortWayne,IN,"'{""Industrials"",""Manufacturing""}'",2014-11-13,2014.0,1,,,Merger/Acquisition,,,,100.0,,'{}','{}','{}','{}','{}','{}'
"176633-20T","42138-37",TouchIT Technologies,"Troy, MI",Troy,MI,"'{""Manufacturing"",""TMT""}'",2014-02-05,2014.0,2,,,Merger/Acquisition,,,,100.0,1,"'{""63579-70""}'","'{""BTCS (NAS: BTCS)""}'","'{""63579-70-None""}'",'{}','{}','{}'
"37617-76T","97526-89",Touchless Care Concepts,"Louisville, KY",Louisville,KY,"'{""Manufacturing""}'",2014-09-17,2014.0,1,,,Merger/Acquisition,,,,100.0,1,"'{""63407-44""}'","'{""Crawford Healthcare""}'","'{""63407-44-Richard Anderson""}'","'{""Richard Anderson""}'",'{}','{}'
