"deal_id","co_id","co_name","co_hq","co_city","co_state","co_verticals","deal_date","deal_vintage","deal_number","deal_series","deal_vc_round","deal_type","deal_premoney","deal_postmoney","deal_size","deal_pct_acq","deal_investor_count","investor_id","investor_name","investor_gp_id","investor_gp","fund_id","fund_name"
"172265-95T","125397-10","Green Star Energies","Addison, TX","Addison","TX","{""Oil & Gas""}","2011-08-22",2011,2,,,"Merger/Acquisition",,,,100,1,"{59511-43}","{""RockRidge Resources (PINX: RRRI)""}","{59511-43-None}","{NULL}","{}","{}"
"93147-58T","60170-77","Green States Energy","Short Hills, NJ","ShortHills","NJ","{CleanTech,TMT}","2017-08-22",2017,5,,,"Merger/Acquisition",,,,100,1,"{43103-08}","{""BlueNRGY Group (PINX: CBDEF)""}","{""43103-08-William Morro""}","{""William Morro""}","{}","{}"
"119390-23T","64787-50","Green Street","Newport Beach, CA","NewportBeach","CA","{Industrials}","2019-08-27",2019,2,,,"Buyout/LBO",,,,100,1,"{10056-25}","{""Welsh, Carson, Anderson & Stowe""}","{""10056-25-Christopher Hooper""}","{""Christopher Hooper""}","{13873-24F}","{""Welsh, Carson, Anderson & Stowe XII""}"
"35327-71T","53915-05","Alces Technology","Jackson, WY","Jackson","WY","{TMT}","2005-01-01",2005,2,,,"Grant",,,0.1,,,"{}","{}","{}","{}","{}","{}"
"35500-42T","64787-50","Green Street","Newport Beach, CA","NewportBeach","CA","{Industrials}","2014-07-08",2014,1,,,"Buyout/LBO",,,,100,1,"{10055-98}","{""Golden Gate Capital""}","{""10055-98-Jake Mizrahi""}","{""Jake Mizrahi""}","{13378-33F}","{""Golden Gate Capital Opportunity Fund""}"
"126542-98T","277291-27","Green Street (Cassens Business Center)","Fenton, MO","Fenton","MO","{}","2019-07-12",2019,2,,,"Corporate Asset Purchase",,14,14,100,,"{}","{}","{}","{}","{}","{}"
"126542-80T","277291-27","Green Street (Cassens Business Center)","Fenton, MO","Fenton","MO","{}","2016-01-01",2016,1,,,"Corporate Asset Purchase",,2.3,2.3,100,1,"{342973-36}","{""Green Street St. Louis""}","{342973-36-None}","{NULL}","{}","{}"
"136073-17T","245726-74","Green Street Environmental","Baltimore, MD","Baltimore","MD","{}","2020-04-30",2020,1,,,"Merger/Acquisition",,,,100,1,"{183358-63}","{""Comstock Environmental Services""}","{183358-63-None}","{NULL}","{}","{}"
"157508-11T","432880-84","Green Street Investors","Newport Beach, CA","NewportBeach","CA","{}","2020-10-01",2020,1,,,"Merger/Acquisition",,,,100,,"{}","{}","{}","{}","{}","{}"
"95876-65T","221464-09","Green Style Consulting","Yuba City, CA","YubaCity","CA","{Cannabis,""LOHAS & Wellness""}","2016-11-01",2016,1,,,"Merger/Acquisition",,0.26,0.26,100,1,"{107402-86}","{""EVIO Labs (PINX: EVIO)""}","{""107402-86-William Waldrop""}","{""William Waldrop""}","{}","{}"
"68275-45T","156212-47","Green Sustainability Partners","Spring Hill, FL","SpringHill","FL","{Industrials,""Robotics and Drones"",TMT}","2016-04-05",2016,1,,,"Merger/Acquisition",,,,100,1,"{59456-44}","{""AnyThing Technologies Media (PINX: EXMT)""}","{59456-44-None}","{NULL}","{}","{}"
"45798-31T","108171-19","Green Synergy","Los Angeles, CA","LosAngeles","CA","{TMT}","2015-02-10",2015,1,,,"Merger/Acquisition",,,,100,1,"{59515-75}","{""Burn Entertainment""}","{59515-75-None}","{NULL}","{}","{}"
"124030-63T","279924-40","Green Tag Inspection Services","Fort Worth, TX","FortWorth","TX","{}","2019-01-01",2019,1,,,"Merger/Acquisition",,,,100,1,"{268038-64}","{HouseCheck}","{""268038-64-Bill Klehm""}","{""Bill Klehm""}","{}","{}"
"82263-07T","170442-46","Green Team Energy Services","Alpharetta, GA","Alpharetta","GA","{""Marketing Tech"",SaaS,TMT}","2017-02-09",2017,1,,,"Buyout/LBO",,,,100,2,"{51594-67,10120-60}","{CLEAResult,""General Atlantic""}","{""51594-67-Aziz Virani"",""10120-60-Adrianna Ma""}","{""Aziz Virani"",""Adrianna Ma""}","{14311-00F}","{""General Atlantic Investment Partners I""}"
"105853-96T","159060-88","Green Team of San Jose","San Jose, CA","SanJose","CA","{CleanTech,Industrials,TMT}","2003-03-04",2003,1,,,"Merger/Acquisition",,,,100,1,"{41912-74}","{""Waste Connections (NYS: WCN)""}","{""41912-74-Ronald Mittelstaedt""}","{""Ronald Mittelstaedt""}","{}","{}"
"51016-78T","110429-20","Green Tech Products","Carlisle, IA","Carlisle","IA","{Manufacturing}","2011-08-02",2011,2,,,"Merger/Acquisition",,0.2,0.2,100,1,"{114662-98}","{""Irish Knight Holdings""}","{114662-98-None}","{NULL}","{}","{}"
"51015-43T","110429-20","Green Tech Products","Carlisle, IA","Carlisle","IA","{Manufacturing}","2007-10-01",2007,1,,,"Merger/Acquisition",,,,100,1,"{41200-12}","{""American Power Group (PINX: APGI)""}","{""41200-12-Lyle Jensen""}","{""Lyle Jensen""}","{}","{}"
"132324-76T","267576-13","Green Therapeutics (Certain Operating Assets, Intellectual property)","Las Vegas, NV","LasVegas","NV","{}","2019-05-21",2019,1,,,"Corporate Asset Purchase",,8,8,100,1,"{233017-39}","{""AUSA Corp (CNQ: AUSA)""}","{""233017-39-Scott Dowty""}","{""Scott Dowty""}","{}","{}"
"127730-53T","343583-92","Green Things Interiorscapes","Corpus Christi, TX","CorpusChristi","TX","{}","2019-09-30",2019,1,,,"Merger/Acquisition",,,,100,1,"{337232-98}","{""Natura a Plant Interscapes company.""}","{""337232-98-Mike Senneff""}","{""Mike Senneff""}","{}","{}"
"32169-25T","55717-75","Green Throttle Games","Santa Clara, CA","SantaClara","CA","{Gaming,Mobile,TMT}","2014-03-11",2014,3,,,"Merger/Acquisition",,,,100,1,"{10453-33}","{""Alphabet (NAS: GOOGL)""}","{10453-33-None}","{NULL}","{}","{}"
"27484-30T","58140-82","Green Thumb Lawn & Garden","Coral Springs, FL","CoralSprings","FL","{Industrials}","2007-01-01",2007,1,,,"Buyout/LBO",,,,100,2,"{10412-56,41693-77}","{""Harbert Credit Solutions"",""Sunbelt Diversified Enterprises""}","{10412-56-None,41693-77-None}","{NULL,NULL}","{14481-28F}","{""Harbert Mezzanine Partners II""}"
"61015-24T","120923-83","Green Thumb Lawn & Landscaping","Wichita, KS","Wichita","KS","{}","2010-01-29",2010,1,,,"Merger/Acquisition",,1,1,100,1,"{129056-50}","{""Complete Landscaping Systems""}","{129056-50-None}","{NULL}","{}","{}"
"36853-03T","66234-88","Green Tiki Power","Waianae, HI","Waianae","HI","{}","2014-04-29",2014,1,,,"Merger/Acquisition",,,,100,1,"{66213-64}","{""Equal Earth""}","{""66213-64-Andrew Duggan""}","{""Andrew Duggan""}","{}","{}"
"35327-80T","53915-05","Alces Technology","Jackson, WY","Jackson","WY","{TMT}","2006-01-01",2006,3,,,"Grant",,,0.53,,,"{51038-20}","{""National Science Foundation""}","{51038-20-None}","{NULL}","{}","{}"
"38460-43T","98458-03","Green Total Solutions","San Diego, CA","SanDiego","CA","{CleanTech,Industrials,TMT}","2014-10-15",2014,1,,,"Buyout/LBO",,,,100,2,"{61395-31,10092-07}","{""Albireo Energy"",""Huron Capital""}","{""61395-31-Phil Bomrad"",""10092-07-James Mahoney""}","{""Phil Bomrad"",""James Mahoney""}","{13556-71F}","{""Huron Fund IV""}"
"97599-88T","222446-44","Green Touch Awareness","Deland, FL","Deland","FL","{Cannabis,""Marketing Tech""}","2017-11-20",2017,1,,,"Merger/Acquisition",,0.1,0.1,100,1,"{222447-97}","{""Direct Equity International""}","{""222447-97-Robert Milstein""}","{""Robert Milstein""}","{}","{}"
"175477-06T","60264-37","Green Toys","San Leandro, CA","SanLeandro","CA","{Manufacturing}",,,3,,,"Merger/Acquisition",,,,100,,"{}","{}","{}","{}","{}","{}"
"29629-90T","60264-37","Green Toys","San Leandro, CA","SanLeandro","CA","{Manufacturing}","2013-08-15",2013,1,,,"Buyout/LBO",,,,100,1,"{60264-46}","{""The Friend Group""}","{""60264-46-Howard Friend""}","{""Howard Friend""}","{}","{}"
"85726-54T","179320-51","Green Tree Experts","Hillsborough, NC","Hillsborough","NC","{}","2013-05-08",2013,1,,,"Merger/Acquisition",,,,100,1,"{41361-49}","{""Davey Tree Expert""}","{""41361-49-Jim Stief""}","{""Jim Stief""}","{}","{}"
"80701-30T","169452-28","Green Tree Insurance Agency","MN","Unknown","MN","{}","2017-02-01",2017,1,,,"Merger/Acquisition",,150,150,100,1,"{10919-71}","{""Assurant (NYS: AIZ)""}","{""10919-71-Alan Colberg""}","{""Alan Colberg""}","{}","{}"
"176691-97T","464119-21","Green Tree Records Management","Tempe, AZ","Tempe","AZ","{}","2006-01-12",2006,1,,,"Merger/Acquisition",,,,100,1,"{59398-75}","{""Premier Information Management (PINX: PIFR)""}","{59398-75-None}","{NULL}","{}","{}"
"58106-44T","124733-26","Green Tree School & Services","Philadelphia, PA","Philadelphia","PA","{}","2015-06-01",2015,1,,,"Merger/Acquisition",,,,100,1,"{124739-29}","{""Salisbury Management""}","{124739-29-None}","{NULL}","{}","{}"
"11011-42T","10150-12","Green Tree Servicing","Saint Paul, MN","SaintPaul","MN","{}","2007-09-28",2007,2,,,"Buyout/LBO",,,,100,1,"{10045-36}","{""Centerbridge Partners""}","{""10045-36-Lance West""}","{""Lance West""}","{11381-77F}","{""Centerbridge Capital Partners I""}"
"17694-37T","10150-12","Green Tree Servicing","Saint Paul, MN","SaintPaul","MN","{}","2011-07-05",2011,4,,,"Merger/Acquisition",,1045,1045,100,1,"{41337-28}","{""Ditech Holding""}","{""41337-28-Mark O'Brien""}","{""Mark O'Brien""}","{}","{}"
"11011-33T","10150-12","Green Tree Servicing","Saint Paul, MN","SaintPaul","MN","{}","2003-03-04",2003,1,,,"Buyout/LBO",,850,850,100,3,"{10016-74,10150-21,10342-09}","{""Cerberus Capital Management"",""Fortress Investment Group"",""J.C. Flowers & Co.""}","{10016-74-None,10150-21-None,10342-09-None}","{NULL,NULL,NULL}","{11655-10F}","{""J.C. Flowers I""}"
"33232-24T","62543-44","Green Turtle Technologies","Charlotte, NC","Charlotte","NC","{CleanTech,Industrials,Infrastructure,TMT}","2014-04-15",2014,1,,,"Buyout/LBO",,,,100,2,"{10020-16,10124-92}","{""Apollo Global Management (NYS: APO)"",""Zurn Industries""}","{""10020-16-Laurence Berg"",""10124-92-Craig Wehr""}","{""Laurence Berg"",""Craig Wehr""}","{13542-67F}","{""Apollo Investment Fund VIII""}"
"35692-12T","64294-75","Green Universe","Sonoma, CA","Sonoma","CA","{AgTech,TMT}","2014-06-27",2014,1,,,"Merger/Acquisition",,,,100,1,"{59495-50}","{""American Green""}","{59495-50-None}","{NULL}","{}","{}"
"179417-89T","472242-52","Green Valley Lawn & Landscape","Skillman, NJ","Skillman","NJ","{}",,,1,,,"Merger/Acquisition",,,,100,1,"{472249-99}","{""Whole 9 Yards Lawn Care""}","{472249-99-None}","{NULL}","{}","{}"
"47049-13T","109915-30","Green Valley Ranch Gaming","Henderson, NV","Henderson","NV","{}","2011-03-10",2011,2,,,"Buyout/LBO",,500,500,100,2,"{11154-07,10388-80}","{""Colony Capital (Acquired)"",""Red Rock Resorts (NAS: RRR)""}","{11154-07-None,10388-80-None}","{NULL,NULL}","{12077-20F}","{""Colony Distressed Credit & Special Situations Fund I""}"
"136176-67T","434880-28","Green Valley Surgery Center","Las Vegas, NV","LasVegas","NV","{}","2019-01-01",2019,1,,,"Buyout/LBO",,,,100,2,"{226050-13,62284-60}","{""Comprehensive EyeCare Partners"",""Gauge Capital""}","{226050-13-None,""62284-60-Whitney Bowman""}","{NULL,""Whitney Bowman""}","{15857-83F}","{""Gauge Capital II""}"
"92237-32T","184335-49","Green Vision Biotechnology (Acquired in 2017)","Tempe, AZ","Tempe","AZ","{}","2017-05-10",2017,2,,,"Merger/Acquisition",,,,100,1,"{184333-51}","{""Lutu International Biotechnology""}","{""184333-51-Leung Tak""}","{""Leung Tak""}","{}","{}"
"105852-79T","159061-33","Green Waste Of Tehama","Red Bluff, CA","RedBluff","CA","{CleanTech,Industrials,TMT}","2003-03-04",2003,1,,,"Merger/Acquisition",,,,100,1,"{41912-74}","{""Waste Connections (NYS: WCN)""}","{41912-74-None}","{NULL}","{}","{}"
"100933-66T","56095-66","Green Waste Solutions","Montclair, NJ","Montclair","NJ","{CleanTech,Industrials,TMT}","2012-03-07",2012,1,,,"Merger/Acquisition",,,,100,1,"{41912-74}","{""Waste Connections (NYS: WCN)""}","{41912-74-None}","{NULL}","{}","{}"
"178744-87T","239031-46","Green Wave Computer Recycling","Indianapolis, IN","Indianapolis","IN","{Industrials}","2021-08-20",2021,3,,,"Buyout/LBO",,,,100,2,"{150615-64,150646-24}","{""Compass Group Equity Partners"",""Green Wave Electronics""}","{""150615-64-John Huhn"",""150646-24-Mark Sherman""}","{""John Huhn"",""Mark Sherman""}","{}","{}"
"37769-41T","65280-70","Green Wire","Orem, UT","Orem","UT","{TMT}","2012-09-01",2012,1,,,"Merger/Acquisition",,2.2,2.2,100,1,"{41673-52}","{ActiveCare}","{41673-52-None}","{NULL}","{}","{}"
"32955-31T","61710-22","Green Wire Enterprises","OT","Unknown","OT","{TMT}","2013-02-01",2013,1,,,"Merger/Acquisition",,,,100,1,"{42084-19}","{""Urban Ag. Corporation""}","{""42084-19-Billy Ray""}","{""Billy Ray""}","{}","{}"
"165166-48T","40379-77","Green's Natural Foods","Mount Kisco, NY","MountKisco","NY","{""LOHAS & Wellness""}","2020-12-01",2020,2,,,"Buyout/LBO",,,,100,2,"{459173-89,11596-24}","{""Hudson Equity Partners"",""Partnership Capital Growth""}","{459173-89-None,11596-24-None}","{NULL,NULL}","{12933-82F}","{""Partnership Capital Growth Fund III""}"
"15579-64T","40379-77","Green's Natural Foods","Mount Kisco, NY","MountKisco","NY","{""LOHAS & Wellness""}","2007-07-03",2007,1,,,"Merger/Acquisition",,,,100,1,"{40379-68}","{""Planet Organic Market""}","{""40379-68-Darren Krissie""}","{""Darren Krissie""}","{}","{}"
"44460-37T","107092-54","Green, Plagge & Shaw","Saint Charles, IL","SaintCharles","IL","{}","2014-12-31",2014,1,,,"Merger/Acquisition",,,,100,1,"{52014-25}","{""Savant Wealth Management""}","{""52014-25-Brent Brodeski""}","{""Brent Brodeski""}","{}","{}"
"44788-33T","107403-40","Green3Power Holding","US","Unknown","US","{CleanTech,TMT}","2014-10-24",2014,1,,,"Merger/Acquisition",,,,100,1,"{51607-36}","{""Biopower Operations (PINX: BOPO)""}","{51607-36-None}","{NULL}","{}","{}"
"52268-50T","115626-79","Green4Green","Cheyenne, WY","Cheyenne","WY","{Manufacturing}","2010-07-14",2010,1,,,"Merger/Acquisition",,,,100,1,"{53951-05}","{""Crown Marketing (PINX: AAGH)""}","{53951-05-None}","{NULL}","{}","{}"
"168834-88T","463063-42","GreenAcreage","New York, NY","NewYork","NY","{Cannabis,FinTech}","2021-03-18",2021,3,,,"Merger/Acquisition",,,,100,1,"{434451-43}","{""NewLake Capital Partners (PINX: NLCP)""}","{""434451-43-Anthony Coniglio""}","{""Anthony Coniglio""}","{}","{}"
"177640-75T","319450-42","Greenback","Royal Oak, MI","RoyalOak","MI","{E-Commerce,FinTech}","2021-08-03",2021,1,,,"Merger/Acquisition",,,,100,1,"{93057-85}","{Dext}","{""93057-85-Adrian Blair""}","{""Adrian Blair""}","{}","{}"
"126083-35T","300696-85","Greenbacker (Two Facilities in Iowa)","IA","Unknown","IA","{}","2019-09-17",2019,1,,,"Corporate Asset Purchase",,,,100,1,"{97044-04}","{""Greenbacker Renewable Energy Company""}","{""97044-04-Charles Wheeler""}","{""Charles Wheeler""}","{}","{}"
"126896-32T","267239-08","Greenbacker Renewable Energy (12 MW Eagle Valley Clean Energy Biomass Project in Gypsum, Colorado)","Gypsum, CO","Gypsum","CO","{CleanTech,Infrastructure}","2019-05-01",2019,1,,,"Corporate Asset Purchase",,,,100,1,"{97044-04}","{""Greenbacker Renewable Energy Company""}","{""97044-04-Charles Wheeler""}","{""Charles Wheeler""}","{}","{}"
"133241-50T","432997-48","Greenbacker Renewable Energy (27.6 megawatts)","Kansas City, MO","KansasCity","MO","{}","2020-03-05",2020,1,,,"Corporate Asset Purchase",,,,100,1,"{159028-66}","{""Spruce Finance""}","{""159028-66-Tim Distler""}","{""Tim Distler""}","{}","{}"
"126179-20T","328975-12","Greenbacker Renewable Energy (39MWDC operating utility-scale solar power portfolio, New York)","NC","Unknown","NC","{CleanTech}","2020-01-13",2020,1,,,"Corporate Asset Purchase",,36,36,100,1,"{342035-47}","{""US Solar Fund (LON: USF)""}","{342035-47-None}","{NULL}","{}","{}"
"140007-16T","437307-76","Greenbacker Renewable Energy (5.9 MW solar projects in Massachusetts and New Jersey)","MA","Unknown","MA","{CleanTech}","2020-07-20",2020,1,,,"Corporate Asset Purchase",,,,100,1,"{97044-04}","{""Greenbacker Renewable Energy Company""}","{""97044-04-Charles Wheeler""}","{""Charles Wheeler""}","{}","{}"
"158013-64T","442822-60","Greenbacker Renewable Energy (Battery Storage Portfolio in California)","CA","Unknown","CA","{}","2020-10-14",2020,1,,,"Corporate Asset Purchase",,,,100,1,"{97044-04}","{""Greenbacker Renewable Energy Company""}","{97044-04-None}","{NULL}","{}","{}"
"134786-17T","433958-95","Greenbacker Renewable Energy (Enfinity Colorado DHA Portfolio Located in Denver)","Denver, CO","Denver","CO","{}","2019-12-01",2019,1,,,"Corporate Asset Purchase",,,,100,,"{}","{}","{}","{}","{}","{}"
"134371-45T","433665-73","Greenbacker Renewable Energy Company (28 MW Solar Parks in North Carolina)","NC","Unknown","NC","{}","2020-01-02",2020,1,,,"Corporate Asset Purchase",,,,100,1,"{342035-47}","{""US Solar Fund (LON: USF)""}","{342035-47-None}","{NULL}","{}","{}"
"10975-51T","12005-47","Greenbacks","West Valley City, UT","WestValleyCity","UT","{}","2003-06-29",2003,2,,,"Merger/Acquisition",,100,100,100,1,"{12009-43}","{""Dollar Tree (NAS: DLTR)""}","{""12009-43-Bob Sasser""}","{""Bob Sasser""}","{}","{}"
"10975-42T","12005-47","Greenbacks","West Valley City, UT","WestValleyCity","UT","{}","1996-06-01",1996,1,,,"Buyout/LBO",,,,100,2,"{10019-17,11235-52}","{""Apax Partners"",""LNK Partners""}","{10019-17-None,11235-52-None}","{NULL,NULL}","{}","{}"
"153572-59T","294414-58","GreenBay Technologies","Madison, WI","Madison","WI","{""Artificial Intelligence & Machine Learning""}","2020-08-17",2020,2,,,"Buyout/LBO",,,,100,6,"{10220-50,10849-06,41162-14,121790-17,11287-81,107882-74}","{""AlpInvest Partners"",""Canada Pension Plan Investment Board"",Informatica,""L Capital"",Permira,""Salesforce Ventures""}","{10220-50-None,""10849-06-Mark Jenkins"",""41162-14-Amit Walia"",121790-17-None,""11287-81-Brian Ruder"",107882-74-None}","{NULL,""Mark Jenkins"",""Amit Walia"",NULL,""Brian Ruder"",NULL}","{15959-35F,13101-13F,14715-91F,14558-23F}","{""L Capital I"",""Permira V"",""Salesforce1 Fund"",""The Tokyo Office Venture""}"
"37935-10T","56109-88","Greenbean Recycle","Somerville, MA","Somerville","MA","{CleanTech,Industrials,SaaS,TMT}","2014-09-01",2014,6,,,"Merger/Acquisition",,,,100,1,"{59394-07}","{""Tomra Systems (OSL: TOM)""}","{59394-07-None}","{NULL}","{}","{}"
"120655-99T","128623-87","Greenberg (USA)","Emeryville, CA","Emeryville","CA","{TMT}","2019-07-08",2019,1,,,"Buyout/LBO",,,,100,2,"{119276-74,10079-56}","{""Material Holdings"",""Tailwind Capital""}","{""119276-74-David Sackman"",""10079-56-Adam Stulberger""}","{""David Sackman"",""Adam Stulberger""}","{12714-49F}","{""Tailwind Capital Partners II""}"
"47614-24T","110826-55","Greenberry Industrial","Vancouver, WA","Vancouver","WA","{Industrials}","2015-02-02",2015,1,,,"Merger/Acquisition",,,,100,,"{}","{}","{}","{}","{}","{}"
"168540-04T","90431-74","Greenbits","San Jose, CA","SanJose","CA","{Cannabis,SaaS,TMT}","2021-03-16",2021,3,,,"Merger/Acquisition",,,,100,1,"{233221-15}","{Dutchie}","{""233221-15-Ross Lipson""}","{""Ross Lipson""}","{}","{}"
"133094-26T","110695-60","GreenBlender","Brooklyn, NY","Brooklyn","NY","{FoodTech}","2019-05-31",2019,4,,,"Merger/Acquisition",,,,100,1,"{432935-20}","{""Blix (New York)""}","{432935-20-None}","{NULL}","{}","{}"
"131151-97T","431224-75","Greenbook (Kansas)","Lenexa, KS","Lenexa","KS","{}","2020-01-29",2020,1,,,"Merger/Acquisition",,,,100,1,"{61396-75}","{Agworld}","{""61396-75-Doug Fitch""}","{""Doug Fitch""}","{}","{}"
"19301-23T","42879-34","GreenBorder Technologies","Mountain View, CA","MountainView","CA","{Cybersecurity,TMT}","2007-05-29",2007,4,,,"Merger/Acquisition",,7.5,7.5,100,1,"{10453-33}","{""Alphabet (NAS: GOOGL)""}","{10453-33-None}","{NULL}","{}","{}"
"32955-04T","62101-27","Greenbotics","Davis, CA","Davis","CA","{CleanTech,Industrials,TMT}","2013-11-04",2013,1,,,"Merger/Acquisition",,,,100,1,"{57750-13}","{""TotalEnergies (PAR: TTE)""}","{""57750-13-Thierry Desmarest""}","{""Thierry Desmarest""}","{}","{}"
"66651-76T","119857-15","Greenbox Systems","Arlington Heights, IL","ArlingtonHeights","IL","{Manufacturing}","2010-06-14",2010,1,,,"Merger/Acquisition",,,,100,1,"{154170-01}","{""Sonoco ThermoSafe""}","{""154170-01-Colleen Bohn""}","{""Colleen Bohn""}","{}","{}"
"20331-64T","53655-31","Greenbox Technology","San Bruno, CA","SanBruno","CA","{CleanTech,TMT}","2009-10-06",2009,3,,,"Merger/Acquisition",,1.9,1.9,100,1,"{42200-47}","{""Silver Spring Networks""}","{42200-47-None}","{NULL}","{}","{}"
"117466-66T","121919-95","Greenbridge","Mentor, OH","Mentor","OH","{Industrials,Manufacturing}","2019-03-15",2019,1,,,"Buyout/LBO",,152,152,100,2,"{10243-45,10084-60}","{""Manulife Investment Management -Private Equity & Credit"",""The Sterling Group""}","{10243-45-None,""10084-60-Gary Rosenthal""}","{NULL,""Gary Rosenthal""}","{11496-07F,15124-78F}","{""Hancock Capital Partners IV"",""Sterling Group Partners IV""}"
"96026-50T","221571-46","Greenbrier (portfolio of Railcar Asset)","Lake Oswego, OR","LakeOswego","OR","{}","2014-05-27",2014,1,,,"Corporate Asset Purchase",,1000,1000,100,1,"{42217-84}","{""Mitsubishi HC Capital (TKS: 8593)""}","{42217-84-None}","{NULL}","{}","{}"
"157633-39T","157636-90","Greenbrier Home Respiratory","US","Unknown","US","{}",,,1,,,"Merger/Acquisition",,,,100,,"{}","{}","{}","{}","{}","{}"
"180041-68T","267947-20","Greenbrier Partners","San Jose, CA","SanJose","CA","{}","2018-01-01",2018,1,,,"Merger/Acquisition",,,,100,1,"{338018-86}","{""The Messina Group""}","{338018-86-None}","{NULL}","{}","{}"
"10632-25T","10230-31","Greenbrier Rail Services","Birmingham, AL","Birmingham","AL","{Industrials}","2006-11-07",2006,3,,,"Merger/Acquisition",,227.5,227.5,100,1,"{11504-35}","{""The Greenbrier Companies (NYS: GBX)""}","{11504-35-None}","{NULL}","{}","{}"
"10632-34T","10230-31","Greenbrier Rail Services","Birmingham, AL","Birmingham","AL","{Industrials}","2002-02-01",2002,1,,,"Buyout/LBO",,,,100,2,"{10016-74,10308-43}","{""Cerberus Capital Management"",""Three Cities Research""}","{10016-74-None,10308-43-None}","{NULL,NULL}","{11382-13F,11333-89F}","{""Cerberus Institutional Partners"",""Three Cities Funds III""}"
"10632-16T","10230-31","Greenbrier Rail Services","Birmingham, AL","Birmingham","AL","{Industrials}","2004-11-23",2004,2,,,"Buyout/LBO",,50,50,100,2,"{10024-30,10193-05}","{""Oaktree Capital Management"",""Olympus Partners""}","{10024-30-None,""10193-05-David Cardenas""}","{NULL,""David Cardenas""}","{11422-45F,11423-53F}","{""OCM Opportunities Fund IVb"",""Olympus Growth Fund IV""}"
"65768-68T","153153-82","Greenbuild International Conference and Expo","Los Angeles, CA","LosAngeles","CA","{CleanTech,Industrials,TMT}","2013-05-23",2013,1,,,"Buyout/LBO",,,,100,4,"{10346-50,10024-30,10952-02,10061-20}","{""Hanley Wood Media"",""Oaktree Capital Management"",""Strategic Value Partners"",""Tennenbaum Capital Partners""}","{""10346-50-Peter Goldstone"",""10024-30-Andrew Salter"",10952-02-None,""10061-20-Christian Donohue""}","{""Peter Goldstone"",""Andrew Salter"",NULL,""Christian Donohue""}","{13650-49F,13346-02F,13958-56F}","{""Oaktree Enhanced Income Fund"",""Strategic Value European Opportunities Offshore Fund II"",""Tennenbaum Waterman Fund""}"
"36031-69T","51000-31","GreenBytes","Providence, RI","Providence","RI","{""Impact Investing"",TMT}","2014-06-02",2014,8,,,"Merger/Acquisition",,,,100,1,"{11734-93}","{""Oracle (NYS: ORCL)""}","{11734-93-None}","{NULL}","{}","{}"
"179350-66T","472177-09","GreenCare Recycling","Fort Myers, FL","FortMyers","FL","{}","2021-08-31",2021,1,,,"Merger/Acquisition",,,,100,1,"{13373-65}","{""WeCare Organics""}","{13373-65-None}","{NULL}","{}","{}"
"59974-21T","56347-84","GreenChoice Bank","Chicago, IL","Chicago","IL","{}","2014-07-25",2014,2,,,"Merger/Acquisition",,,,100,1,"{12658-06}","{""Providence Bank""}","{12658-06-None}","{NULL}","{}","{}"
"108930-88T","229209-31","GreenCircuits","San Jose, CA","SanJose","CA","{TMT}","2018-05-21",2018,2,,,"Buyout/LBO",,,,100,2,"{11672-20,155574-46}","{""Evolve Capital"",""Green Circuits""}","{""11672-20-Ryan Shultz"",""155574-46-Joseph O'Neil""}","{""Ryan Shultz"",""Joseph O'Neil""}","{}","{}"
"37264-06T","96977-89","GreenCity Recycling","Louisville, KY","Louisville","KY","{Industrials}","2014-05-20",2014,1,,,"Merger/Acquisition",,,,100,1,"{97136-92}","{""In 'N Out Dumpster Services""}","{""97136-92-Craig Perkins""}","{""Craig Perkins""}","{}","{}"
"180993-61T","355336-21","Greenco Distributing","Greenville, SC","Greenville","SC","{}","2021-09-30",2021,1,,,"Merger/Acquisition",,,,100,1,"{442303-12}","{""Reyes Beer Division""}","{""442303-12-Tom Day""}","{""Tom Day""}","{}","{}"
"97033-60T","222130-00","Greenco Financial","Boulder, CO","Boulder","CO","{}","2011-10-06",2011,1,,,"Merger/Acquisition",,,,100,1,"{64148-68}","{""Guaranteed Rate""}","{""64148-68-Victor Ciardelli""}","{""Victor Ciardelli""}","{}","{}"
"175429-54T","469257-31","GreenCoast Hydroponics","Los Angeles, CA","LosAngeles","CA","{}","2021-01-15",2021,1,,,"Buyout/LBO",,,,100,2,"{40427-29,92669-50}","{""Broadband Capital Management"",HydroBuilder}","{""40427-29-Michael Rapoport"",""92669-50-Justin Marshall""}","{""Michael Rapoport"",""Justin Marshall""}","{13866-31F}","{""BHM Funding""}"
"51617-89T","56498-86","Greencore OARS, LLC.","Brockton, MA","Brockton","MA","{}","2010-12-07",2010,1,,,"Merger/Acquisition",,,,100,1,"{12481-84}","{""Greencore Group (LON: GNC)""}","{""12481-84-Eoin Tonge""}","{""Eoin Tonge""}","{}","{}"
"17847-01T","10506-07","Greencore USA","Downers Grove, IL","DownersGrove","IL","{Industrials}","2010-12-21",2010,2,,,"Buyout/LBO",,,,100,1,"{10059-67}","{""Charlesbank Capital Partners""}","{""10059-67-Jon Biotti""}","{""Jon Biotti""}","{12505-33F}","{""Charlesbank Equity Fund VII""}"
